iter	RMSE
0	0.08518377069
1	0.08490845996
2	0.08467292201
3	0.08437310864
4	0.08415515284
5	0.08388818571
6	0.08359541242
7	0.08331222425
8	0.08310874007
9	0.08286975173
10	0.08258976672
11	0.08239324612
12	0.08212192208
13	0.08187702228
14	0.08163523807
15	0.08141023873
16	0.08122556155
17	0.08094523575
18	0.0807160631
19	0.08051584368
20	0.08027295729
21	0.08005502141
22	0.07985673697
23	0.07964493829
24	0.0794743384
25	0.07925707931
26	0.07904275076
27	0.07880064361
28	0.07866303607
29	0.0784493183
30	0.07822441735
31	0.0780044511
32	0.07784065662
33	0.07763322306
34	0.07743627169
35	0.07727832757
36	0.0771485044
37	0.07693022069
38	0.07673565331
39	0.07661968321
40	0.07642172392
41	0.07626460569
42	0.07605293758
43	0.07585937535
44	0.07571444298
45	0.07552180567
46	0.075383104
47	0.07526322358
48	0.07515406589
49	0.07498618704
50	0.07486501605
51	0.07467967705
52	0.07451534816
53	0.07438215247
54	0.07423951739
55	0.07408611767
56	0.0739123146
57	0.07374582475
58	0.07358197817
59	0.07348146056
60	0.07332210848
61	0.07322278847
62	0.07306001799
63	0.07296247357
64	0.0727984245
65	0.07268402224
66	0.07257868531
67	0.07249114239
68	0.07239790502
69	0.07226980927
70	0.07217314017
71	0.07203235869
72	0.07190156868
73	0.07176766053
74	0.07165302397
75	0.071524739
76	0.07139296428
77	0.0712841869
78	0.07117068942
79	0.07102489129
80	0.07093864378
81	0.07083822916
82	0.07074445777
83	0.07063238397
84	0.0705536637
85	0.07046538049
86	0.07038752715
87	0.07028788068
88	0.07017651945
89	0.07006195932
90	0.06995949556
91	0.06985429468
92	0.06976514017
93	0.06967178381
94	0.06955702052
95	0.06943831198
96	0.06933871624
97	0.06922389315
98	0.06913144705
99	0.06902438512
100	0.06893881541
101	0.06883426503
102	0.06874549571
103	0.0686805561
104	0.06860986047
105	0.06852460821
106	0.068480095
107	0.06838437187
108	0.06832269407
109	0.06825117357
110	0.06818678542
111	0.06809493824
112	0.06802143684
113	0.06795361295
114	0.06787410777
115	0.06778148798
116	0.06768548172
117	0.06759609624
118	0.06752180646
119	0.06745969465
120	0.06737197143
121	0.06728715632
122	0.06722398058
123	0.06714899074
124	0.06709944966
125	0.06701232884
126	0.06694348178
127	0.06685822505
128	0.06679737997
129	0.06675195447
130	0.06666680779
131	0.06661955095
132	0.06656616357
133	0.06649610723
134	0.06640888636
135	0.0663684424
136	0.06632119563
137	0.0662828132
138	0.06623058459
139	0.06616272813
140	0.06612860357
141	0.06608789355
142	0.06601133421
143	0.0659431953
144	0.06588613448
145	0.06582280798
146	0.06575039022
147	0.06568841249
148	0.0656480809
149	0.06558994153
150	0.06553912589
151	0.06547737272
152	0.06542634362
153	0.0653666619
154	0.0652984888
155	0.06525080658
156	0.06516568415
157	0.06511132054
158	0.06504931469
159	0.06499706534
160	0.06493316543
161	0.06487151954
162	0.06482333166
163	0.06478639057
164	0.06473716362
165	0.06467310936
166	0.06462944269
167	0.06457956753
168	0.06455211326
169	0.06450150924
170	0.06444540382
171	0.06441108699
172	0.06438685095
173	0.0643423045
174	0.06428336298
175	0.06424548896
176	0.06421130437
177	0.06417760742
178	0.06413125615
179	0.06410180198
180	0.06405742429
181	0.06399647847
182	0.06394985722
183	0.06389275891
184	0.06385385057
185	0.06381007894
186	0.06376699433
187	0.06372359358
188	0.06367149808
189	0.0636509361
190	0.0635945594
191	0.06354257701
192	0.06351417184
193	0.06347341118
194	0.06342846532
195	0.06338046642
196	0.06333480242
197	0.06328607699
198	0.06325893934
199	0.06322253788
200	0.06315947594
201	0.06312762729
202	0.06308885255
203	0.06304667157
204	0.06301064593
205	0.06296884691
206	0.06294025337
207	0.0629131706
208	0.06287055453
209	0.06283824012
210	0.06281869586
211	0.06277765726
212	0.06274239801
213	0.06269794111
214	0.06267062702
215	0.06264556647
216	0.06262207841
217	0.06258553449
218	0.06256619759
219	0.06255038968
220	0.06251847289
221	0.06247501535
222	0.06246000893
223	0.06242576383
224	0.06239968036
225	0.06236220179
226	0.06231659263
227	0.06229186025
228	0.06224696663
229	0.06221056632
230	0.06216644311
231	0.06213001299
232	0.06210149482
233	0.06206563637
234	0.06203992939
235	0.06202294654
236	0.06198056132
237	0.06194466376
238	0.06191482706
239	0.06187807791
240	0.06184996841
241	0.06181950544
242	0.0617836628
243	0.06174438463
244	0.06172822222
245	0.06170896243
246	0.06168066853
247	0.06165329119
248	0.06164023206
249	0.06161361975
250	0.06159012612
251	0.06154283347
252	0.06151245315
253	0.06149883096
254	0.06148363931
255	0.06145355357
256	0.06142139359
257	0.06138728189
258	0.06134893482
259	0.06132800305
260	0.06129672565
261	0.06126206673
262	0.0612341462
263	0.06121278044
264	0.06117955148
265	0.0611540679
266	0.06113700296
267	0.06111865131
268	0.06109928371
269	0.06107049195
270	0.06103763424
271	0.06102140228
272	0.06100266488
273	0.06096984286
274	0.06094526641
275	0.06092484699
276	0.06088643435
277	0.06086587511
278	0.06085379538
279	0.06081685904
280	0.0608002957
281	0.06078492687
282	0.06075925766
283	0.06073240045
284	0.06070551375
285	0.06069155183
286	0.06067087934
287	0.06065712678
288	0.06064637726
289	0.06062639267
290	0.06060314406
291	0.06058784613
292	0.06056493891
293	0.06053421945
294	0.06050590406
295	0.06048740757
296	0.06046803177
297	0.06045882702
298	0.06042778777
299	0.06041283439
300	0.06038377415
301	0.06036268119
302	0.06032847076
303	0.06032320289
304	0.06030428968
305	0.0602863735
306	0.06027268767
307	0.06025905425
308	0.06023446049
309	0.06021458011
310	0.06018452673
311	0.06015466653
312	0.06014050594
313	0.06011419387
314	0.06010275736
315	0.06007629753
316	0.06006292605
317	0.06002735634
318	0.0600013696
319	0.05998748542
320	0.05995790837
321	0.05993497141
322	0.05991039929
323	0.05989250463
324	0.05985864107
325	0.05983609228
326	0.05978998728
327	0.0597562701
328	0.05972897531
329	0.0597054426
330	0.0596670571
331	0.05963727765
332	0.05962218281
333	0.05959602204
334	0.05956822959
335	0.05954566962
336	0.05948870374
337	0.05946912953
338	0.05945047942
339	0.05943647814
340	0.0594036078
341	0.05937128442
342	0.05935373978
343	0.05934717
344	0.05932400577
345	0.05930804841
346	0.05929260733
347	0.05928609177
348	0.0592654679
349	0.05922046403
350	0.05920116164
351	0.05917425031
352	0.05913787406
353	0.05912506107
354	0.05910637136
355	0.05909069623
356	0.05907560094
357	0.05906445037
358	0.05905194471
359	0.05901798013
360	0.05901062646
361	0.05899980604
362	0.05897857655
363	0.05896276336
364	0.05895033816
365	0.05893341345
366	0.05889945181
367	0.05887372553
368	0.05885659741
369	0.05883298187
370	0.05881598915
371	0.05878191755
372	0.05875125312
373	0.05871786564
374	0.05869915763
375	0.05869000437
376	0.05867486871
377	0.05866513355
378	0.05864312795
379	0.05861436408
380	0.05859426406
381	0.05858792054
382	0.05857966945
383	0.05855498366
384	0.05852888951
385	0.0585105905
386	0.05848581173
387	0.05844997694
388	0.05844099682
389	0.0583959833
390	0.0583849656
391	0.05835347901
392	0.05833757457
393	0.05830998078
394	0.05829348501
395	0.05827580816
396	0.05826284399
397	0.05824450679
398	0.05823797801
399	0.05821432345
400	0.05819593235
401	0.05817997177
402	0.05815857505
403	0.05813705376
404	0.05811936202
405	0.05810443888
406	0.05809058662
407	0.05807374501
408	0.05804228956
409	0.0580253349
410	0.05800108653
411	0.05798281333
412	0.05796049493
413	0.05794023558
414	0.05792776609
415	0.05791527602
416	0.05790000021
417	0.05789152119
418	0.05786400957
419	0.05783190017
420	0.05780692368
421	0.05778986109
422	0.05777837009
423	0.05775948223
424	0.05774618234
425	0.05773836741
426	0.05771700686
427	0.05769004866
428	0.05766610222
429	0.05763140369
430	0.05761230358
431	0.05759883979
432	0.05757294133
433	0.05755293351
434	0.05753971074
435	0.05751639572
436	0.05750703392
437	0.05749785554
438	0.05748372062
439	0.05746636166
440	0.05744395917
441	0.05742183255
442	0.05740989898
443	0.05737431524
444	0.05734913465
445	0.05732349205
446	0.0573061866
447	0.05727732206
448	0.05725495402
449	0.05723110153
450	0.05721184844
451	0.05718766419
452	0.05718000065
453	0.05715394593
454	0.0571473744
455	0.05713917334
456	0.05711633008
457	0.05711293892
458	0.05708587681
459	0.05707810964
460	0.05704420397
461	0.05703615851
462	0.05702006242
463	0.05701491301
464	0.05700938355
465	0.05698770841
466	0.05697636006
467	0.0569606071
468	0.05694770175
469	0.05692766613
470	0.05690124256
471	0.05687531033
472	0.05685827117
